,entity,country,period_start_date,payment_category,count,amount_reported_cad
6744,Serinus Energy Inc.,Tunisia,1/1/17,Fees,2,1090824.0
6745,Serinus Energy Inc.,Tunisia,1/1/17,Royalties,3,1506376.0
6746,Seven Generations Energy Ltd.,Canada,1/1/16,Bonuses,2,460000.0
6747,Seven Generations Energy Ltd.,Canada,1/1/16,Fees,4,8360000.0
6748,Seven Generations Energy Ltd.,Canada,1/1/16,Royalties,2,83960000.0
6749,Seven Generations Energy Ltd.,Canada,1/1/16,Taxes,2,7160000.0
6750,Seven Generations Energy Ltd.,Canada,1/1/17,Bonuses,2,640000.0
6751,Seven Generations Energy Ltd.,Canada,1/1/17,Fees,6,10960000.0
6752,Seven Generations Energy Ltd.,Canada,1/1/17,Royalties,3,112860000.0
6753,Seven Generations Energy Ltd.,Canada,1/1/17,Taxes,2,14120000.0
6754,Seven Generations Energy Ltd.,Canada,1/1/18,Bonuses,2,7260000.0
6755,Seven Generations Energy Ltd.,Canada,1/1/18,Fees,8,17160000.0
6756,Seven Generations Energy Ltd.,Canada,1/1/18,Royalties,3,147680000.0
6757,Seven Generations Energy Ltd.,Canada,1/1/18,Taxes,2,17740000.0
6758,Seven Generations Energy Ltd.,Canada,1/1/19,Bonuses,2,3900000.0
6759,Seven Generations Energy Ltd.,Canada,1/1/19,Fees,11,18180000.0
6760,Seven Generations Energy Ltd.,Canada,1/1/19,Royalties,3,317900000.0
6761,Seven Generations Energy Ltd.,Canada,1/1/19,Taxes,3,21580000.0
6762,Shamaran Petroleum Corp.,Iraq,1/1/17,Fees,2,17712904.0
6763,Shamaran Petroleum Corp.,Iraq,1/1/17,Production Entitlements,1,17336310.0
6764,Shamaran Petroleum Corp.,Iraq,1/1/17,Royalties,2,4090590.0
6765,Shamaran Petroleum Corp.,Iraq,1/1/17,Taxes,1,3713996.0
6766,Shamaran Petroleum Corp.,Iraq,1/1/18,Bonuses,2,6364800.0
6767,Shamaran Petroleum Corp.,Iraq,1/1/18,Fees,2,1305600.0
6768,Shamaran Petroleum Corp.,Iraq,1/1/18,Production Entitlements,2,112526400.0
6769,Shamaran Petroleum Corp.,Iraq,1/1/18,Royalties,2,24262400.0
6770,Shamaran Petroleum Corp.,Iraq,1/1/19,Bonuses,2,24681000.0
6771,Shamaran Petroleum Corp.,Iraq,1/1/19,Fees,2,2987700.0
6772,Shamaran Petroleum Corp.,Iraq,1/1/19,Production Entitlements,2,95636277.0
6773,Shamaran Petroleum Corp.,Iraq,1/1/19,Royalties,2,37151400.0
6774,Shamaran Petroleum Corp.,Switzerland,1/1/17,Taxes,2,233748.0
6775,Shamaran Petroleum Corp.,Switzerland,1/1/18,Taxes,2,190400.0
6776,Shamaran Petroleum Corp.,Switzerland,1/1/19,Taxes,2,259800.0
6777,Shanghai Energy Corporation,Canada,1/1/17,Fees,3,17880000.0
6778,Shanghai Energy Corporation,Canada,1/1/17,Royalties,2,1120000.0
6779,Shanghai Energy Corporation,Canada,1/1/17,Taxes,2,7120000.0
6780,Shanghai Energy Corporation,Canada,1/1/18,Fees,4,18420000.0
6781,Shanghai Energy Corporation,Canada,1/1/18,Taxes,2,6620000.0
6782,Shanghai Energy Corporation,Canada,1/1/19,Fees,5,17900000.0
6783,Shanghai Energy Corporation,Canada,1/1/19,Taxes,3,3700000.0
6784,Shell Canada Energy,Canada,1/1/16,Fees,19,133869769.82
6785,Shell Canada Energy,Canada,1/1/16,Royalties,9,139702239.07
6786,Shell Canada Energy,Canada,1/1/16,Taxes,23,284912442.83
6787,Shell Canada Energy,Canada,1/1/17,Fees,31,73851036.00999999
6788,Shell Canada Energy,Canada,1/1/17,Royalties,12,348250095.23
6789,Shell Canada Energy,Canada,1/1/17,Taxes,21,267097706.02
6790,Shell Canada Energy,Canada,1/1/18,Fees,42,111378800.17
6791,Shell Canada Energy,Canada,1/1/18,Royalties,10,237434769.88
6792,Shell Canada Energy,Canada,1/1/18,Taxes,25,123679193.23
6793,Shell Canada Energy,Canada,1/1/19,Fees,35,32004527.99
6794,Shell Canada Energy,Canada,1/1/19,Royalties,9,159110907.74
6795,Shell Canada Energy,Canada,1/1/19,Taxes,26,106178570.11
6796,Sherritt International Corporation,Cuba,1/1/16,Fees,10,2860000.0
6797,Sherritt International Corporation,Cuba,1/1/16,Infrastructure Improvement Payments,3,400000.0
6798,Sherritt International Corporation,Cuba,1/1/16,Production Entitlements,4,114520000.0
6799,Sherritt International Corporation,Cuba,1/1/16,Royalties,2,37380000.0
6800,Sherritt International Corporation,Cuba,1/1/16,Taxes,5,19480000.0
6801,Sherritt International Corporation,Cuba,1/1/17,Fees,4,2600000.0
6802,Sherritt International Corporation,Cuba,1/1/17,Production Entitlements,4,186760000.0
6803,Sherritt International Corporation,Cuba,1/1/17,Royalties,2,49800000.0
6804,Sherritt International Corporation,Cuba,1/1/17,Taxes,4,36920000.0
6805,Sherritt International Corporation,Cuba,1/1/18,Fees,5,2480000.0
6806,Sherritt International Corporation,Cuba,1/1/18,Production Entitlements,3,138840000.0
6807,Sherritt International Corporation,Cuba,1/1/18,Royalties,2,62660000.0
6808,Sherritt International Corporation,Cuba,1/1/18,Taxes,5,87260000.0
6809,Sherritt International Corporation,Cuba,1/1/19,Fees,6,2920000.0
6810,Sherritt International Corporation,Cuba,1/1/19,Production Entitlements,3,116000000.0
6811,Sherritt International Corporation,Cuba,1/1/19,Royalties,2,46160000.0
6812,Sherritt International Corporation,Cuba,1/1/19,Taxes,3,10140000.0
6813,Sierra Metals Inc.,Mexico,1/1/16,Fees,3,7082311.38
6814,Sierra Metals Inc.,Mexico,1/1/16,Taxes,3,6409623.34
6815,Sierra Metals Inc.,Mexico,1/1/17,Fees,4,10153792.36
6816,Sierra Metals Inc.,Mexico,1/1/17,Taxes,3,6385421.38
6817,Sierra Metals Inc.,Mexico,1/1/18,Fees,4,4882805.28
6818,Sierra Metals Inc.,Mexico,1/1/18,Taxes,3,9199404.48
6819,Sierra Metals Inc.,Mexico,1/1/19,Fees,4,3514180.8000000003
6820,Sierra Metals Inc.,Mexico,1/1/19,Taxes,3,7275738.6
6821,Sierra Metals Inc.,Peru,1/1/16,Fees,6,7337184.740000001
6822,Sierra Metals Inc.,Peru,1/1/16,Royalties,2,5014373.8
6823,Sierra Metals Inc.,Peru,1/1/16,Taxes,2,7683691.32
6824,Sierra Metals Inc.,Peru,1/1/17,Fees,3,1897709.12
6825,Sierra Metals Inc.,Peru,1/1/17,Royalties,2,11872590.74
6826,Sierra Metals Inc.,Peru,1/1/17,Taxes,2,30204269.86
6827,Sierra Metals Inc.,Peru,1/1/18,Fees,2,572225.44
6828,Sierra Metals Inc.,Peru,1/1/18,Royalties,2,14105082.24
6829,Sierra Metals Inc.,Peru,1/1/18,Taxes,2,68420283.52
6830,Sierra Metals Inc.,Peru,1/1/19,Royalties,2,8469370.0
6831,Sierra Metals Inc.,Peru,1/1/19,Taxes,2,48113782.6
6832,Signalta Resources Limited,Canada,1/1/16,Fees,14,1972184.0
6833,Signalta Resources Limited,Canada,1/1/16,Royalties,12,1980082.0
6834,Signalta Resources Limited,Canada,1/1/16,Taxes,6,800764.0
6835,Signalta Resources Limited,Canada,1/1/17,Fees,11,998000.0
6836,Signalta Resources Limited,Canada,1/1/17,Royalties,11,3986000.0
6837,Signalta Resources Limited,Canada,1/1/17,Taxes,5,494000.0
6838,Signalta Resources Limited,Canada,1/1/18,Fees,8,824000.0
6839,Signalta Resources Limited,Canada,1/1/18,Royalties,6,1812000.0
6840,Signalta Resources Limited,Canada,1/1/18,Taxes,3,210000.0
6841,Signalta Resources Limited,Canada,1/1/19,Fees,9,704000.0
6842,Signalta Resources Limited,Canada,1/1/19,Royalties,8,998000.0
6843,Silver Bear Resources Plc,Russia,1/1/18,Fees,2,6952.0
6844,Silver Bear Resources Plc,Russia,1/1/18,Royalties,2,12430.0
6845,Silver Bear Resources Plc,Russia,1/1/18,Taxes,3,1628859.0
6846,Silver Bear Resources Plc,Russia,1/1/19,Royalties,2,9230.0
6847,Silver Bear Resources Plc,Russia,1/1/19,Taxes,3,5621280.0
6848,Silver Bull Resources  Inc.,Mexico,11/1/15,Fees,2,140000.0
6849,Silver Bull Resources  Inc.,Mexico,11/1/16,Fees,2,140000.0
6850,Silver Bull Resources  Inc.,Mexico,11/1/17,Fees,2,475200.0
6851,Silver Bull Resources  Inc.,Mexico,11/1/18,Fees,2,282784.2
6852,Silver Bull Resources  Inc.,Mexico,11/1/19,Fees,2,276543.96
6853,Silver One Resources Inc,United States,1/1/17,Fees,3,438000.0
6854,Silver One Resources Inc,United States,1/1/18,Fees,4,1004000.0
6855,Silver One Resources Inc,United States,1/1/19,Fees,4,724000.0
6856,Silvercorp Metals Inc.,China,4/1/16,Fees,5,10563634.94
6857,Silvercorp Metals Inc.,China,4/1/16,Royalties,4,8969231.82
6858,Silvercorp Metals Inc.,China,4/1/16,Taxes,2,36419824.26
6859,Silvercorp Metals Inc.,China,4/1/17,Fees,5,7566173.42
6860,Silvercorp Metals Inc.,China,4/1/17,Royalties,4,12374294.48
6861,Silvercorp Metals Inc.,China,4/1/17,Taxes,2,51278498.66
6862,Silvercorp Metals Inc.,China,4/1/18,Fees,5,6810812.640000001
6863,Silvercorp Metals Inc.,China,4/1/18,Royalties,4,13034482.84
6864,Silvercorp Metals Inc.,China,4/1/18,Taxes,2,48845291.4
6865,Silvercorp Metals Inc.,China,4/1/19,Fees,5,5264350.02
6866,Silvercorp Metals Inc.,China,4/1/19,Royalties,4,11794951.440000001
6867,Silvercorp Metals Inc.,China,4/1/19,Taxes,4,13019300.24
6868,Silvercrest Metals Inc.,Mexico,1/1/16,Fees,8,366106.0
6869,Silvercrest Metals Inc.,Mexico,1/1/17,Fees,10,362776.0
6870,Silvercrest Metals Inc.,Mexico,1/1/18,Fees,10,486536.0
6871,Silvercrest Metals Inc.,Mexico,1/1/19,Fees,15,1089388.34
6872,Sinopec Daylight Energy Limited,Canada,1/1/16,Fees,16,4290000.0
6873,Sinopec Daylight Energy Limited,Canada,1/1/16,Royalties,15,28520000.0
6874,Sinopec Daylight Energy Limited,Canada,1/1/16,Taxes,21,12070000.0
6875,Sinopec Daylight Energy Limited,Canada,1/1/17,Fees,14,2800000.0
6876,Sinopec Daylight Energy Limited,Canada,1/1/17,Royalties,11,51760000.0
6877,Sinopec Daylight Energy Limited,Canada,1/1/17,Taxes,19,10600000.0
6878,Sinopec Daylight Energy Limited,Canada,1/1/18,Fees,8,2540000.0
6879,Sinopec Daylight Energy Limited,Canada,1/1/18,Royalties,8,38740000.0
6880,Sinopec Daylight Energy Limited,Canada,1/1/18,Taxes,14,10100000.0
6881,Sinopec Daylight Energy Limited,Canada,1/1/19,Fees,9,4640000.0
6882,Sinopec Daylight Energy Limited,Canada,1/1/19,Royalties,8,38380000.0
6883,Sinopec Daylight Energy Limited,Canada,1/1/19,Taxes,14,9780000.0
6884,Sitka Exploration Ltd.,Canada,1/1/17,Bonuses,2,460000.0
6885,Sitka Exploration Ltd.,Canada,1/1/17,Fees,3,660000.0
6886,Sitka Exploration Ltd.,Canada,1/1/17,Royalties,2,4380000.0
6887,Sitka Exploration Ltd.,Canada,1/1/17,Taxes,3,1680000.0
6888,Sitka Exploration Ltd.,Canada,1/1/18,Bonuses,3,222694.28
6889,Sitka Exploration Ltd.,Canada,1/1/18,Fees,5,989830.46
6890,Sitka Exploration Ltd.,Canada,1/1/18,Royalties,2,8535607.6
6891,Sitka Exploration Ltd.,Canada,1/1/18,Taxes,4,1832652.56
6892,Sitka Exploration Ltd.,Canada,1/1/19,Fees,5,1002096.0
6893,Sitka Exploration Ltd.,Canada,1/1/19,Royalties,2,4779546.0
6894,Sitka Exploration Ltd.,Canada,1/1/19,Taxes,4,1909906.0
6895,Solgold Plc,Ecuador,7/1/17,Fees,79,10269856.209999999
6896,Solgold Plc,Ecuador,7/1/18,Fees,79,8501933.63
6897,Solgold Plc,Ecuador,7/1/19,Fees,79,8846420.19
6898,Soperior Fertilizer Corp.,United States,1/1/17,Fees,2,3033858.0
6899,Source Energy Services Ltd.,United States,1/1/16,Bonuses,1,340000.0
6900,Source Energy Services Ltd.,United States,1/1/16,Taxes,2,740000.0
6901,Source Energy Services Ltd.,United States,1/1/17,Bonuses,2,660000.0
6902,Source Energy Services Ltd.,United States,1/1/17,Fees,2,340000.0
6903,Source Energy Services Ltd.,United States,1/1/17,Taxes,3,1460000.0
6904,Source Energy Services Ltd.,United States,1/1/18,Bonuses,2,1020000.0
6905,Source Energy Services Ltd.,United States,1/1/18,Fees,2,920000.0
6906,Source Energy Services Ltd.,United States,1/1/18,Royalties,2,260000.0
6907,Source Energy Services Ltd.,United States,1/1/18,Taxes,4,4140000.0
6908,Source Energy Services Ltd.,United States,1/1/19,Bonuses,2,940000.0
6909,Source Energy Services Ltd.,United States,1/1/19,Royalties,2,660000.0
6910,Source Energy Services Ltd.,United States,1/1/19,Taxes,4,3580000.0
6911,Southern Energy Corp.,United States,1/1/19,Taxes,2,2098000.0
6912,Southgobi Resources Ltd.,Canada,1/1/18,Fees,1,54400.0
6913,Southgobi Resources Ltd.,Canada,1/1/18,Taxes,1,149600.0
6914,Southgobi Resources Ltd.,Canada,1/1/19,Fees,1,25980.0
6915,Southgobi Resources Ltd.,Canada,1/1/19,Taxes,1,64950.0
6916,Southgobi Resources Ltd.,China,1/1/16,Taxes,1,821914.0
6917,Southgobi Resources Ltd.,China,1/1/17,Taxes,1,3545178.0
6918,Southgobi Resources Ltd.,China,1/1/18,Taxes,1,6745600.0
6919,Southgobi Resources Ltd.,China,1/1/19,Taxes,1,2805840.0
6920,Southgobi Resources Ltd.,Hong Kong,1/1/17,Taxes,1,155832.0
6921,Southgobi Resources Ltd.,Mongolia,1/1/16,Fees,3,2896910.0
6922,Southgobi Resources Ltd.,Mongolia,1/1/16,Royalties,2,3368500.0
6923,Southgobi Resources Ltd.,Mongolia,1/1/16,Taxes,3,16802078.0
6924,Southgobi Resources Ltd.,Mongolia,1/1/17,Fees,4,597356.0
6925,Southgobi Resources Ltd.,Mongolia,1/1/17,Royalties,2,6882580.0
6926,Southgobi Resources Ltd.,Mongolia,1/1/17,Taxes,3,24063058.0
6927,Southgobi Resources Ltd.,Mongolia,1/1/18,Fees,4,353600.0
6928,Southgobi Resources Ltd.,Mongolia,1/1/18,Royalties,2,6718400.0
6929,Southgobi Resources Ltd.,Mongolia,1/1/18,Taxes,3,17013600.0
6930,Southgobi Resources Ltd.,Mongolia,1/1/19,Fees,4,545580.0
6931,Southgobi Resources Ltd.,Mongolia,1/1/19,Royalties,2,29773080.0
6932,Southgobi Resources Ltd.,Mongolia,1/1/19,Taxes,3,18147030.0
6933,Southstone Minerals Limited,South Africa,9/1/15,Taxes,2,4400.0
6934,Southstone Minerals Limited,South Africa,9/1/16,Royalties,2,18656.0
6935,Southstone Minerals Limited,South Africa,9/1/16,Taxes,2,37800.0
6936,Southstone Minerals Limited,South Africa,9/1/17,Royalties,2,17764.4
6937,Southstone Minerals Limited,South Africa,9/1/17,Taxes,2,61396.0
6938,Southstone Minerals Limited,South Africa,9/1/18,Royalties,2,86400.0
6939,Southstone Minerals Limited,South Africa,9/1/18,Taxes,2,84662.0
6940,Southstone Minerals Limited,South Africa,9/1/19,Royalties,2,240275.46
6941,Southstone Minerals Limited,South Africa,9/1/19,Taxes,2,412134.0
6942,Spartan Delta Corp.,Canada,1/1/19,Fees,3,256317.59999999998
6943,Spartan Delta Corp.,Canada,1/1/19,Royalties,2,13081.73
6944,Spartan Delta Corp.,Canada,1/1/19,Taxes,3,382906.82
6945,Spartan Energy Corp.,Canada,1/1/16,Bonuses,2,22460000.0
6946,Spartan Energy Corp.,Canada,1/1/16,Fees,7,3220000.0
6947,Spartan Energy Corp.,Canada,1/1/16,Royalties,3,13520000.0
6948,Spartan Energy Corp.,Canada,1/1/16,Taxes,18,17620000.0
6949,Spartan Energy Corp.,Canada,1/1/17,Bonuses,2,10900000.0
6950,Spartan Energy Corp.,Canada,1/1/17,Fees,6,4500000.0
6951,Spartan Energy Corp.,Canada,1/1/17,Royalties,4,43260000.0
6952,Spartan Energy Corp.,Canada,1/1/17,Taxes,21,31420000.0
6953,Spur Petroleum Ltd.,Canada,1/1/18,Fees,7,3217168.0
6954,Spur Petroleum Ltd.,Canada,1/1/18,Royalties,3,10284524.0
6955,Spur Petroleum Ltd.,Canada,1/1/18,Taxes,8,2216556.0
6956,Spur Petroleum Ltd.,Canada,1/1/19,Fees,7,4489944.0
6957,Spur Petroleum Ltd.,Canada,1/1/19,Royalties,5,19511492.0
6958,Spur Petroleum Ltd.,Canada,1/1/19,Taxes,10,5549874.0
6959,Srhi Inc.,Chile,1/1/17,Fees,4,2000000.0
6960,Srhi Inc.,Chile,1/1/17,Infrastructure Improvement Payments,2,360000.0
6961,Srhi Inc.,Chile,1/1/18,Fees,4,1523200.0
6962,Srhi Inc.,Chile,1/1/19,Fees,5,1482000.0
6963,Srhi Inc.,Chile,1/1/19,Infrastructure Improvement Payments,2,260000.0
6964,Ssr Mining Inc.,Argentina,1/1/16,Fees,2,470000.0
6965,Ssr Mining Inc.,Argentina,1/1/16,Royalties,2,8180000.0
6966,Ssr Mining Inc.,Argentina,1/1/16,Taxes,3,16080000.0
6967,Ssr Mining Inc.,Argentina,1/1/17,Fees,2,340000.0
6968,Ssr Mining Inc.,Argentina,1/1/17,Royalties,2,4640000.0
6969,Ssr Mining Inc.,Argentina,1/1/17,Taxes,3,46600000.0
6970,Ssr Mining Inc.,Argentina,1/1/18,Fees,2,120000.0
6971,Ssr Mining Inc.,Argentina,1/1/18,Royalties,2,1220000.0
6972,Ssr Mining Inc.,Argentina,1/1/18,Taxes,3,46220000.0
6973,Ssr Mining Inc.,Argentina,1/1/19,Fees,2,398040.0
6974,Ssr Mining Inc.,Argentina,1/1/19,Royalties,2,6872824.0
6975,Ssr Mining Inc.,Argentina,1/1/19,Taxes,3,43121000.0
6976,Ssr Mining Inc.,Canada,1/1/16,Fees,2,240000.0
6977,Ssr Mining Inc.,Canada,1/1/16,Taxes,2,320000.0
6978,Ssr Mining Inc.,Canada,1/1/17,Fees,2,680000.0
6979,Ssr Mining Inc.,Canada,1/1/17,Taxes,3,640000.0
6980,Ssr Mining Inc.,Canada,1/1/18,Fees,2,960000.0
6981,Ssr Mining Inc.,Canada,1/1/18,Royalties,2,4800000.0
6982,Ssr Mining Inc.,Canada,1/1/18,Taxes,5,6280000.0
6983,Ssr Mining Inc.,Canada,1/1/19,Fees,2,557256.0
6984,Ssr Mining Inc.,Canada,1/1/19,Royalties,2,21626840.0
6985,Ssr Mining Inc.,Canada,1/1/19,Taxes,5,32426992.0
6986,Ssr Mining Inc.,Luxembourg,1/1/18,Taxes,2,600000.0
6987,Ssr Mining Inc.,Mexico,1/1/16,Fees,7,520000.0
6988,Ssr Mining Inc.,Mexico,1/1/16,Taxes,2,620000.0
6989,Ssr Mining Inc.,Mexico,1/1/17,Fees,5,360000.0
6990,Ssr Mining Inc.,Mexico,1/1/17,Taxes,3,270000.0
6991,Ssr Mining Inc.,Mexico,1/1/19,Fees,2,344968.0
6992,Ssr Mining Inc.,Mexico,1/1/19,Taxes,2,106144.0
6993,Ssr Mining Inc.,Peru,1/1/16,Fees,3,600000.0
6994,Ssr Mining Inc.,Peru,1/1/17,Fees,2,880000.0
6995,Ssr Mining Inc.,Peru,1/1/18,Fees,2,1140000.0
6996,Ssr Mining Inc.,Peru,1/1/19,Fees,2,1406408.0
6997,Ssr Mining Inc.,United States,1/1/16,Fees,7,1680000.0
6998,Ssr Mining Inc.,United States,1/1/16,Royalties,2,3820000.0
6999,Ssr Mining Inc.,United States,1/1/16,Taxes,4,39020000.0
7000,Ssr Mining Inc.,United States,1/1/17,Fees,5,2110000.0
7001,Ssr Mining Inc.,United States,1/1/17,Royalties,2,240000.0
7002,Ssr Mining Inc.,United States,1/1/17,Taxes,3,20010000.0
7003,Ssr Mining Inc.,United States,1/1/18,Fees,5,1220000.0
7004,Ssr Mining Inc.,United States,1/1/18,Infrastructure Improvement Payments,2,120000.0
7005,Ssr Mining Inc.,United States,1/1/18,Royalties,2,820000.0
7006,Ssr Mining Inc.,United States,1/1/18,Taxes,3,18300000.0
7007,Ssr Mining Inc.,United States,1/1/19,Fees,3,1937128.0
7008,Ssr Mining Inc.,United States,1/1/19,Royalties,2,17460688.0
7009,Ssr Mining Inc.,United States,1/1/19,Taxes,4,14090616.0
7010,St. Marys Cement Inc. (Canada),Canada,1/1/19,Fees,2,5611680.0
7011,St. Marys Cement Inc. (Canada),Canada,1/1/19,Royalties,2,5040120.0
7012,St. Marys Cement Inc. (Canada),Canada,1/1/19,Taxes,7,74354760.0
7013,St. Marys Cement Inc. (Canada),United States,1/1/19,Fees,2,493620.0
7014,St. Marys Cement Inc. (Canada),United States,1/1/19,Taxes,7,3506001.0
7015,Steelhead Petroleum Ltd.,Canada,1/1/17,Fees,2,410000.0
7016,Steelhead Petroleum Ltd.,Canada,1/1/17,Royalties,2,328000.0
7017,Steelhead Petroleum Ltd.,Canada,1/1/17,Taxes,3,1764000.0
7018,Steelhead Petroleum Ltd.,Canada,1/1/18,Fees,3,408000.0
7019,Steelhead Petroleum Ltd.,Canada,1/1/18,Royalties,4,1958000.0
7020,Steelhead Petroleum Ltd.,Canada,1/1/18,Taxes,6,1944000.0
7021,Steelhead Petroleum Ltd.,Canada,1/1/19,Fees,2,308000.0
7022,Steelhead Petroleum Ltd.,Canada,1/1/19,Royalties,4,2048000.0
7023,Steelhead Petroleum Ltd.,Canada,1/1/19,Taxes,4,2766000.0
7024,Steppe Gold Ltd.,Mongolia,1/1/19,Fees,8,274621.24
7025,Stonegate Agricom Ltd.,Peru,1/1/16,Fees,2,240000.0
7026,Storm Resources Ltd.,Canada,1/1/16,Fees,2,2568000.0
7027,Storm Resources Ltd.,Canada,1/1/16,Royalties,1,1903000.0
7028,Storm Resources Ltd.,Canada,1/1/16,Taxes,3,2377000.0
7029,Storm Resources Ltd.,Canada,1/1/17,Fees,4,6848926.0
7030,Storm Resources Ltd.,Canada,1/1/17,Royalties,4,11735138.0
7031,Storm Resources Ltd.,Canada,1/1/17,Taxes,2,483436.0
7032,Storm Resources Ltd.,Canada,1/1/18,Fees,5,10635200.0
7033,Storm Resources Ltd.,Canada,1/1/18,Royalties,2,13491200.0
7034,Storm Resources Ltd.,Canada,1/1/18,Taxes,2,843200.0
7035,Storm Resources Ltd.,Canada,1/1/19,Fees,5,5260000.0
7036,Storm Resources Ltd.,Canada,1/1/19,Royalties,2,13780000.0
7037,Storm Resources Ltd.,Canada,1/1/19,Taxes,2,760000.0
7038,Stornoway Diamond Corporation,Canada,1/1/16,Fees,2,315043.72
7039,Stornoway Diamond Corporation,Canada,1/1/17,Fees,3,633060.0
7040,Stornoway Diamond Corporation,Canada,1/1/17,Royalties,2,5598682.0
7041,Stornoway Diamond Corporation,Canada,1/1/17,Taxes,3,1852727.5699999998
7042,Stornoway Diamond Corporation,Canada,1/1/18,Fees,3,945635.12
7043,Stornoway Diamond Corporation,Canada,1/1/18,Royalties,2,6420003.5
7044,Stornoway Diamond Corporation,Canada,1/1/18,Taxes,3,3083975.18
7045,Stornoway Diamond Corporation,Canada,1/1/19,Fees,2,499947.0
7046,Stornoway Diamond Corporation,Canada,1/1/19,Royalties,1,2468545.0
7047,Stornoway Diamond Corporation,Canada,1/1/19,Taxes,2,714862.0
7048,Strategic Metals Ltd.,Canada,1/1/17,Fees,2,200000.0
7049,Strategic Metals Ltd.,Canada,1/1/18,Fees,4,205616.42
7050,Strategic Oil & Gas Ltd.,Canada,1/1/16,Fees,3,2150000.0
7051,Strategic Oil & Gas Ltd.,Canada,1/1/16,Royalties,2,5840000.0
7052,Strategic Oil & Gas Ltd.,Canada,1/1/16,Taxes,2,2538000.0
7053,Strategic Oil & Gas Ltd.,Canada,1/1/17,Fees,2,2040000.0
7054,Strategic Oil & Gas Ltd.,Canada,1/1/17,Royalties,2,7900000.0
7055,Strategic Oil & Gas Ltd.,Canada,1/1/17,Taxes,2,2460000.0
7056,Strategic Oil & Gas Ltd.,Canada,1/1/18,Fees,2,2580000.0
7057,Strategic Oil & Gas Ltd.,Canada,1/1/18,Royalties,2,11820000.0
7058,Strategic Oil & Gas Ltd.,Canada,1/1/18,Taxes,2,2440000.0
7059,Strath Resources Ltd,Canada,1/1/17,Fees,2,565090.0
7060,Strath Resources Ltd,Canada,1/1/17,Royalties,2,5973628.0
7061,Strath Resources Ltd,Canada,1/1/17,Taxes,2,1482828.0
7062,Strath Resources Ltd,Canada,1/1/18,Fees,2,378874.3
7063,Strath Resources Ltd,Canada,1/1/18,Royalties,2,18363731.82
7064,Strath Resources Ltd,Canada,1/1/18,Taxes,2,1850506.18
7065,Strath Resources Ltd,Canada,1/1/19,Fees,2,1245339.88
7066,Strath Resources Ltd,Canada,1/1/19,Royalties,2,23097571.56
7067,Strath Resources Ltd,Canada,1/1/19,Taxes,2,2661214.82
7068,Strathcona Resources Ltd.,Canada,1/1/16,Bonuses,2,150000.0
7069,Strathcona Resources Ltd.,Canada,1/1/16,Fees,16,4084000.0
7070,Strathcona Resources Ltd.,Canada,1/1/16,Royalties,3,24122000.0
7071,Strathcona Resources Ltd.,Canada,1/1/16,Taxes,16,30966000.0
7072,Strathcona Resources Ltd.,Canada,1/1/17,Fees,9,3000000.0
7073,Strathcona Resources Ltd.,Canada,1/1/17,Royalties,3,36320000.0
7074,Strathcona Resources Ltd.,Canada,1/1/17,Taxes,12,27320000.0
7075,Strathcona Resources Ltd.,Canada,1/1/18,Bonuses,3,340000.0
7076,Strathcona Resources Ltd.,Canada,1/1/18,Fees,6,2840000.0
7077,Strathcona Resources Ltd.,Canada,1/1/18,Royalties,3,42700000.0
7078,Strathcona Resources Ltd.,Canada,1/1/18,Taxes,10,22820000.0
7079,Strathcona Resources Ltd.,Canada,1/1/19,Bonuses,3,580000.0
7080,Strathcona Resources Ltd.,Canada,1/1/19,Fees,6,10400000.0
7081,Strathcona Resources Ltd.,Canada,1/1/19,Royalties,3,32540000.0
7082,Strathcona Resources Ltd.,Canada,1/1/19,Taxes,6,13800000.0
7083,Striker Exploration Corp.,Canada,1/1/16,Fees,3,560000.0
7084,Striker Exploration Corp.,Canada,1/1/16,Royalties,2,1580000.0
7085,Striker Exploration Corp.,Canada,1/1/16,Taxes,3,640000.0
7086,Summerland Energy Inc.,Canada,1/1/18,Fees,3,417256.0
7087,Summerland Energy Inc.,Canada,1/1/18,Infrastructure Improvement Payments,2,247220.0
7088,Summerland Energy Inc.,Canada,1/1/18,Royalties,2,11324872.0
7089,Summerland Energy Inc.,Canada,1/1/18,Taxes,7,1758525.0
7090,Summerland Energy Inc.,Canada,1/1/19,Fees,3,433926.0
7091,Summerland Energy Inc.,Canada,1/1/19,Infrastructure Improvement Payments,3,382986.0
7092,Summerland Energy Inc.,Canada,1/1/19,Royalties,2,7098969.0
7093,Summerland Energy Inc.,Canada,1/1/19,Taxes,7,1704708.0
7094,Sun Metals Corp.,Canada,1/1/18,Fees,2,360000.0
7095,Suncor Energy Inc.,Canada,1/1/16,Fees,13,94240000.0
7096,Suncor Energy Inc.,Canada,1/1/16,Royalties,11,514220000.0
7097,Suncor Energy Inc.,Canada,1/1/16,Taxes,10,226120000.0
7098,Suncor Energy Inc.,Canada,1/1/17,Fees,26,53620000.0
7099,Suncor Energy Inc.,Canada,1/1/17,Royalties,12,810020000.0
7100,Suncor Energy Inc.,Canada,1/1/17,Taxes,11,262220000.0
7101,Suncor Energy Inc.,Canada,1/1/18,Fees,19,77480000.0
7102,Suncor Energy Inc.,Canada,1/1/18,Royalties,12,1275370000.0
7103,Suncor Energy Inc.,Canada,1/1/18,Taxes,10,702280000.0
